Referência,Data,Data de check-in,Data de check-out,Aluguer com imposto,Aluguer sem imposto,Imposto do aluguer,Extras com imposto,Extras sem imposto,Imposto dos extras,Total da reserva com imposto,Total da reserva sem imposto,Total imposto,Pagamento,Pendente,Nome alojamento,Localidade,Portal,Comissão portal/intermediário: comissão calculada,Comissão portal/intermediário: comissão personalizada
614,10-12-2022,26-02-2023,27-02-2023,0,0,0,0,0,0,0,0,0,0,0,156,Florianópolis,,,
615,13-12-2022,15-12-2022,16-12-2022,0,0,0,0,0,0,0,0,0,0,0,335,Florianópolis,,,
616,08-01-2023,26-02-2023,03-03-2023,0,0,0,0,0,0,0,0,0,0,0,258,Florianópolis,,,
617,05-12-2022,03-01-2023,12-01-2023,2884.42,2884.42,0,228,228,0,3112.42,3112.42,0,3112.42,0,155,Florianópolis,Booking.com,,404.6099853515625
618,20-12-2022,11-02-2023,18-02-2023,0,0,0,0,0,0,0,0,0,0,0,207,Florianópolis,,,
619,21-01-2023,23-01-2023,27-01-2023,0,0,0,0,0,0,0,0,0,0,0,119,Itapema,,,
620,02-12-2022,08-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,172,Florianópolis,Airbnb.com,0,
621,02-01-2023,13-01-2023,14-01-2023,0,0,0,0,0,0,0,0,0,0,0,291,Florianópolis,,,
622,20-01-2023,20-03-2023,27-03-2023,0,0,0,0,0,0,0,0,0,0,0,154,Florianópolis,,,
623,17-01-2023,03-03-2023,11-03-2023,800.66,800.66,0,185,185,0,985.66,985.66,0,985.66,0,268,Florianópolis,Booking.com,,128.1399993896484
624,03-12-2022,19-12-2022,20-12-2022,7398.15,7398.15,0,290,290,0,7688.15,7688.15,0,7398.15,0,285,Florianópolis,Booking.com,,1230.099975585938
625,08-01-2023,26-01-2023,29-01-2023,5390,5390,0,308,308,0,5698,5698,0,0,0,337,Florianópolis,Airbnb.com,880.23,880.22998046875
626,09-01-2023,13-01-2023,16-01-2023,3154,3154,0,306,306,0,3460,3460,0,3460,0,360,Florianópolis,Airbnb.com,516.27,516.27001953125
627,20-01-2023,31-01-2023,07-02-2023,9643,9643,0,423,423,0,10066,10066,0,10066,0,366,Florianópolis,Airbnb.com,1554.99,1554.989990234375
628,09-12-2022,28-12-2022,05-01-2023,2712,2712,0,219,219,0,2931,2931,0,2931,0,317,Balneário Camboriú,Airbnb.com,452.81,452.8099975585938
629,17-01-2023,27-02-2023,30-04-2023,1131,1131,0,165,165,0,1296,1296,0,1296,0,100,Florianópolis,Airbnb.com,200.18,200.1799926757812
630,14-01-2023,18-01-2023,19-01-2023,2947,2947,0,259,259,0,3206,3206,0,3206,0,396,Florianópolis,Airbnb.com,495.26,495.260009765625
631,11-12-2022,21-01-2023,29-01-2023,1746,1746,0,244,244,0,1990,1990,0,1990,0,323,Florianópolis,Airbnb.com,307.42,307.4200134277344
632,24-01-2023,19-02-2023,22-02-2023,0,0,0,0,0,0,0,0,0,0,0,140,Florianópolis,Booking.com,,
633,19-01-2023,28-02-2023,07-03-2023,0,0,0,0,0,0,0,0,0,0,0,345,Itapema,Booking.com,,
634,04-01-2023,21-02-2023,03-03-2023,1680,1680,0,138,138,0,1818,1818,0,1818,0,163,Florianópolis,Airbnb.com,280.84,280.8399963378906
635,28-11-2022,22-12-2022,26-12-2022,0,0,0,259,259,0,259,259,0,0,259,334,Balneário Camboriú,,,
636,16-01-2023,10-02-2023,12-02-2023,0,0,0,259,259,0,259,259,0,0,259,227,Itapema,,,
637,29-12-2022,05-01-2023,08-01-2023,562,562,0,182,182,0,744,744,0,744,0,131,Florianópolis,Airbnb.com,114.93,114.9300003051758
638,25-01-2023,04-02-2023,08-02-2023,3998,3998,0,536,536,0,4534,4534,0,4534,0,204,Florianópolis,Airbnb.com,700.41,700.4099731445312
639,16-01-2023,28-04-2023,30-04-2023,2136,2136,0,266,266,0,2402,2402,0,2402,0,286,Florianópolis,Airbnb.com,371.07,371.0700073242188
640,27-11-2022,16-02-2023,17-02-2023,2961,2961,0,331,331,0,3292,3292,0,3292,0,196,Florianópolis,Airbnb.com,508.55,508.5499877929688
641,30-11-2022,08-12-2022,09-12-2022,785,785,0,137,137,0,922,922,0,922,0,137,Florianópolis,Airbnb.com,142.43,142.4299926757812
642,04-12-2022,08-12-2022,09-12-2022,1820,1820,0,252,252,0,2072,2072,0,2072,0,142,Florianópolis,Airbnb.com,320.08,320.0799865722656
643,03-01-2023,28-01-2023,07-02-2023,3549,3549,0,301,301,0,3850,3850,0,3850,0,397,Florianópolis,Booking.com,,500.5
644,04-01-2023,06-02-2023,07-02-2023,1371,1371,0,210,210,0,1581,1581,0,1581,0,340,Florianópolis,Airbnb.com,244.23,244.2299957275391
645,14-12-2022,09-02-2023,10-02-2023,3694,3694,0,306,306,0,4000,4000,0,4000,0,184,Florianópolis,Airbnb.com,617.9299999999999,617.9299926757812
646,20-01-2023,24-01-2023,31-01-2023,0,0,0,0,0,0,0,0,0,0,0,372,Florianópolis,,,
647,27-11-2022,08-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,202,Florianópolis,,,
648,01-01-2023,17-01-2023,27-01-2023,0,0,0,0,0,0,0,0,0,0,0,247,Florianópolis,,,
649,14-01-2023,16-01-2023,17-01-2023,1416,1416,0,182,182,0,1598,1598,0,1598,0,310,Florianópolis,Airbnb.com,246.86,246.8600006103516
650,06-12-2022,07-12-2022,18-12-2022,3539.55,3539.55,0,230,230,0,3769.55,3769.55,0,3769.55,0,360,Itapema,Booking.com,,490.0400085449219
651,12-01-2023,17-01-2023,20-01-2023,1439,1439,0,237,237,0,1676,1676,0,1676,0,220,Florianópolis,Airbnb.com,258.93,258.9299926757812
652,22-12-2022,06-01-2023,09-01-2023,2461.25,2461.25,0,265,265,0,2726.25,2726.25,0,2726.25,0,334,Florianópolis,Booking.com,,354.4100036621094
653,20-01-2023,07-02-2023,14-02-2023,7696,7696,0,339,339,0,8035,8035,0,8035,0,363,Florianópolis,Airbnb.com,1241.24,1241.239990234375
654,26-12-2022,29-12-2022,01-01-2023,3274,3274,0,336,336,0,3610,3610,0,3610,0,277,Florianópolis,Airbnb.com,557.67,557.6699829101562
655,28-12-2022,03-01-2023,12-01-2023,2442,2442,0,219,219,0,2661,2661,0,2661,0,361,Florianópolis,Airbnb.com,418.64,418.6400146484375
656,15-12-2022,30-01-2023,08-02-2023,4225,4225,0,301,301,0,4526,4526,0,0,0,390,Florianópolis,Airbnb.com,699.1799999999999,699.1799926757812
657,20-12-2022,29-01-2023,06-02-2023,2258.62,2258.62,0,172,172,0,2430.62,2430.62,0,2430.62,0,155,Florianópolis,Booking.com,,315.9800109863281
658,25-12-2022,02-01-2023,06-01-2023,8984.030000000001,8984.030000000001,0,423,423,0,9407.030000000001,9407.030000000001,0,9407.030000000001,0,277,Florianópolis,Booking.com,,1222.910034179688
659,01-12-2022,08-12-2022,12-12-2022,898,898,0,180,180,0,1078,1078,0,1078,0,364,Florianópolis,Airbnb.com,166.53,166.5299987792969
660,28-11-2022,01-12-2022,04-12-2022,1570,1570,0,232,232,0,1802,1802,0,1802,0,310,Florianópolis,Airbnb.com,278.37,278.3699951171875
661,03-12-2022,30-01-2023,06-02-2023,0,0,0,0,0,0,0,0,0,0,0,282,Florianópolis,,,
662,30-11-2022,05-12-2022,06-12-2022,0,0,0,0,0,0,0,0,0,0,0,218,Florianópolis,,,
663,02-12-2022,10-12-2022,11-12-2022,0,0,0,0,0,0,0,0,0,0,0,375,Florianópolis,,,
664,13-01-2023,17-02-2023,22-02-2023,2683,2683,0,165,165,0,2848,2848,0,2848,0,279,Florianópolis,Airbnb.com,439.95,439.9500122070312
665,25-12-2022,06-01-2023,11-01-2023,0,0,0,0,0,0,0,0,0,0,0,350,Florianópolis,,,
666,04-01-2023,08-01-2023,12-01-2023,0,0,0,0,0,0,0,0,0,0,0,369,Florianópolis,,,
667,09-12-2022,14-02-2023,25-02-2023,0,0,0,0,0,0,0,0,0,0,0,252,Florianópolis,,,
668,04-12-2022,08-12-2022,11-12-2022,191.5,191.5,0,0,0,0,191.5,191.5,0,0,191.5,316,Florianópolis,,,
669,10-01-2023,11-01-2023,17-01-2023,598,598,0,137,137,0,735,735,0,0,0,338,Florianópolis,Booking.com,,95.55000305175781
670,17-01-2023,18-01-2023,23-01-2023,3135,3135,0,274,274,0,3409,3409,0,3409,0,364,Florianópolis,Airbnb.com,526.62,526.6199951171875
671,27-12-2022,16-02-2023,24-02-2023,0,0,0,0,0,0,0,0,0,0,0,264,Florianópolis,,,
672,02-12-2022,05-12-2022,17-12-2022,4524,4524,0,0,0,0,4524,4524,0,3845.4,0,105,Florianópolis,Airbnb.com,678.6,678.5999755859375
673,16-12-2022,16-02-2023,17-02-2023,0,0,0,0,0,0,0,0,0,0,0,309,Florianópolis,,,
674,15-01-2023,28-01-2023,06-02-2023,0,0,0,0,0,0,0,0,0,0,0,383,Florianópolis,,,
675,28-12-2022,04-02-2023,10-02-2023,0,0,0,0,0,0,0,0,0,0,0,386,Florianópolis,Booking.com,,
676,16-01-2023,06-02-2023,07-02-2023,0,0,0,0,0,0,0,0,0,0,0,245,Balneário Camboriú,,,
677,19-12-2022,19-12-2022,23-12-2022,0,0,0,0,0,0,0,0,0,0,0,113,Balneário Camboriú,,,
678,12-01-2023,13-01-2023,16-01-2023,7650.9,7650.9,0,186,186,0,7836.9,7836.9,0,7836.9,0,361,Florianópolis,Airbnb.com,1210.65,1210.650024414062
679,10-12-2022,30-01-2023,07-02-2023,5310,5310,0,366,366,0,5676,5676,0,5676,0,158,Florianópolis,Airbnb.com,876.84,876.8400268554688
680,14-12-2022,15-01-2023,16-01-2023,0,0,0,0,0,0,0,0,0,0,0,389,Florianópolis,,,
681,13-12-2022,06-02-2023,17-02-2023,1101,1101,0,237,237,0,1338,1338,0,1338,0,170,Florianópolis,Airbnb.com,206.69,206.6900024414062
682,01-12-2022,03-01-2023,04-01-2023,2241,2241,0,201,201,0,2442,2442,0,2442,0,303,Florianópolis,Airbnb.com,377.24,377.239990234375
683,02-12-2022,20-12-2022,28-02-2023,0,0,0,0,0,0,0,0,0,0,0,232,Florianópolis,,,
684,02-01-2023,13-01-2023,16-01-2023,0,0,0,491,491,0,491,491,0,0,491,104,Florianópolis,,,
685,05-12-2022,06-12-2022,16-12-2022,0,0,0,0,0,0,0,0,0,0,0,147,Florianópolis,,,
686,20-01-2023,08-02-2023,11-02-2023,0,0,0,0,0,0,0,0,0,0,0,176,Balneário Camboriú,,,
687,18-01-2023,18-02-2023,20-02-2023,0,0,0,0,0,0,0,0,0,0,0,167,Florianópolis,,,
688,28-12-2022,22-01-2023,23-01-2023,0,0,0,0,0,0,0,0,0,0,0,187,Florianópolis,,,
689,05-01-2023,25-02-2023,26-02-2023,2080,2080,0,271,271,0,2351,2351,0,0,0,321,Florianópolis,Airbnb.com,363.18,363.1799926757812
690,28-12-2022,02-01-2023,03-01-2023,0,0,0,0,0,0,0,0,0,0,0,228,Bombinhas,Booking.com,,
691,29-12-2022,30-12-2022,02-01-2023,243.5,243.5,0,0,0,0,243.5,243.5,0,0,243.5,395,Balneário Camboriú,,,
692,12-12-2022,01-02-2023,06-02-2023,3434,3434,0,323,323,0,3757,3757,0,3757,0,119,Florianópolis,Airbnb.com,580.41,580.4099731445312
693,15-01-2023,02-03-2023,07-03-2023,1604,1604,0,170,170,0,1774,1774,0,1774,0,166,Florianópolis,Airbnb.com,274.05,274.0499877929688
694,11-12-2022,05-02-2023,06-02-2023,3280,3280,0,488,488,0,3768,3768,0,3768,0,348,Florianópolis,Airbnb.com,582.08,582.0800170898438
695,16-12-2022,06-02-2023,13-02-2023,1212,1212,0,141,141,0,1353,1353,0,1353,0,205,Florianópolis,Airbnb.com,209.01,209.0099945068359
696,22-12-2022,01-01-2023,02-01-2023,1116,1116,0,249,249,0,1365,1365,0,1365,0,262,Florianópolis,Airbnb.com,210.87,210.8699951171875
697,21-01-2023,11-02-2023,18-02-2023,2240,2240,0,177,177,0,2417,2417,0,2417,0,159,Florianópolis,Airbnb.com,373.38,373.3800048828125
698,17-01-2023,27-01-2023,30-01-2023,3755,3755,0,297,297,0,4052,4052,0,4052,0,284,Florianópolis,Airbnb.com,625.97,625.969970703125
699,26-12-2022,20-01-2023,21-01-2023,1722,1722,0,194,194,0,1916,1916,0,1916,0,361,Florianópolis,Airbnb.com,295.98,295.9800109863281
700,01-12-2022,07-12-2022,08-12-2022,1810.35,1810.35,0,182,182,0,1992.35,1992.35,0,1992.35,0,229,Florianópolis,Booking.com,,259.010009765625
701,14-01-2023,08-02-2023,09-02-2023,1327,1327,0,228,228,0,1555,1555,0,1555,0,166,Florianópolis,Airbnb.com,240.22,240.2200012207031
702,30-11-2022,18-12-2022,22-12-2022,8229,8229,0,322,322,0,8551,8551,0,8551,0,270,Florianópolis,Airbnb.com,1320.96,1320.9599609375
703,17-12-2022,18-12-2022,22-12-2022,1262,1262,0,331,331,0,1593,1593,0,1593,0,251,Florianópolis,Airbnb.com,246.11,246.1100006103516
704,03-01-2023,03-01-2023,04-01-2023,3184,3184,0,274,274,0,3458,3458,0,3458,0,155,Florianópolis,Airbnb.com,534.1900000000001,534.1900024414062
705,16-12-2022,16-12-2022,19-12-2022,5678,5678,0,299,299,0,5977,5977,0,5977,0,262,Florianópolis,Airbnb.com,923.3200000000001,923.3200073242188
706,06-01-2023,15-01-2023,18-01-2023,2179,2179,0,274,274,0,2453,2453,0,2453,0,236,Florianópolis,Airbnb.com,378.94,378.9400024414062
707,03-01-2023,04-01-2023,11-01-2023,2115,2115,0,189,189,0,2304,2304,0,2304,0,287,Florianópolis,Airbnb.com,355.92,355.9200134277344
708,20-01-2023,10-03-2023,16-03-2023,1461,1461,0,303,303,0,1764,1764,0,1764,0,383,Florianópolis,Airbnb.com,272.5,272.5
709,23-01-2023,31-01-2023,06-02-2023,2352,2352,0,252,252,0,2604,2604,0,2604,0,301,Florianópolis,Airbnb.com,402.29,402.2900085449219
710,08-12-2022,22-12-2022,28-12-2022,49,49,0,0,0,0,49,49,0,49,0,355,Florianópolis,,,
711,18-01-2023,04-03-2023,11-03-2023,0,0,0,0,0,0,0,0,0,0,0,392,Florianópolis,,,
712,12-12-2022,18-01-2023,24-01-2023,0,0,0,0,0,0,0,0,0,0,0,362,Florianópolis,,,
713,02-12-2022,16-02-2023,22-02-2023,4500,4500,0,0,0,0,4500,4500,0,4500,0,198,Florianópolis,,,
714,17-01-2023,26-01-2023,27-01-2023,1423.05,1423.05,0,208,208,0,1631.05,1631.05,0,1631.05,0,365,Florianópolis,Booking.com,,212.0399932861328
715,18-12-2022,29-12-2022,02-01-2023,4751,4751,0,370,370,0,5121,5121,0,0,0,357,Florianópolis,Airbnb.com,791.09,791.0900268554688
716,03-12-2022,29-12-2022,03-01-2023,1947,1947,0,193,193,0,2140,2140,0,2140,0,150,Florianópolis,Airbnb.com,330.59,330.5899963378906
717,04-01-2023,06-02-2023,07-02-2023,1403.36,1403.36,0,194,194,0,1597.36,1597.36,0,0,0,100,Florianópolis,Booking.com,,207.6600036621094
718,12-12-2022,28-12-2022,03-01-2023,1856,1856,0,207,207,0,2063,2063,0,2063,0,215,Florianópolis,Airbnb.com,318.69,318.6900024414062
719,08-12-2022,12-12-2022,13-12-2022,461.8,461.8,0,0,0,0,461.8,461.8,0,0,461.8,370,Florianópolis,,,
720,29-12-2022,10-02-2023,13-02-2023,1577,1577,0,170,170,0,1747,1747,0,1747,0,208,Balneário Camboriú,Airbnb.com,269.88,269.8800048828125
721,07-01-2023,20-02-2023,21-02-2023,2210.93,2210.93,0,260,260,0,2470.93,2470.93,0,0,0,206,Florianópolis,Booking.com,,321.2200012207031
722,27-12-2022,30-12-2022,02-01-2023,5624,5624,0,261,261,0,5885,5885,0,5885,0,116,Florianópolis,Airbnb.com,909.14,909.1400146484375
723,03-12-2022,04-12-2022,07-12-2022,870,870,0,0,0,0,870,870,0,0,870,321,Florianópolis,,,
724,27-12-2022,28-12-2022,03-01-2023,6836.99,6836.99,0,274,274,0,7110.99,7110.99,0,7110.99,0,399,Florianópolis,Booking.com,,924.4299926757812
725,16-01-2023,27-02-2023,04-03-2023,1708,1708,0,259,259,0,1967,1967,0,1967,0,337,Balneário Camboriú,Airbnb.com,303.86,303.8599853515625
726,15-01-2023,23-01-2023,30-01-2023,0,0,0,0,0,0,0,0,0,0,0,102,Florianópolis,,,
727,29-12-2022,23-01-2023,24-01-2023,1044,1044,0,183,183,0,1227,1227,0,1227,0,241,Bombinhas,Airbnb.com,189.57,189.5700073242188
728,23-01-2023,25-01-2023,29-01-2023,2598,2598,0,259,259,0,2857,2857,0,2857,0,376,Florianópolis,Airbnb.com,441.35,441.3500061035156
729,13-12-2022,05-01-2023,11-01-2023,0,0,0,0,0,0,0,0,0,0,0,337,Florianópolis,,,
730,15-12-2022,07-01-2023,08-01-2023,0,0,0,0,0,0,0,0,0,0,0,156,Florianópolis,,,
731,09-01-2023,21-02-2023,28-02-2023,628,628,0,137,137,0,765,765,0,0,0,110,Florianópolis,Airbnb.com,118.18,118.1800003051758
732,16-01-2023,18-01-2023,25-01-2023,1388,1388,0,149,149,0,1537,1537,0,1537,0,298,Florianópolis,Airbnb.com,237.44,237.4400024414062
733,29-11-2022,07-12-2022,10-12-2022,3292,3292,0,282,282,0,3574,3574,0,3574,0,102,Florianópolis,Airbnb.com,552.11,552.1099853515625
734,28-11-2022,19-12-2022,26-12-2022,3105,3105,0,289,289,0,3394,3394,0,3394,0,253,Florianópolis,Airbnb.com,524.3,524.2999877929688
735,02-01-2023,08-01-2023,13-01-2023,1461.26,1461.26,0,183,183,0,1644.26,1644.26,0,1830,0,213,Florianópolis,Airbnb.com,282.69,282.6900024414062
736,19-01-2023,20-01-2023,23-01-2023,5127.59,5127.59,0,290,290,0,5417.59,5417.59,0,5417.59,0,213,Balneário Camboriú,Booking.com,,866.8099975585938
737,04-01-2023,20-01-2023,24-01-2023,11246.4,11246.4,0,228,228,0,11474.4,11474.4,0,11474.4,0,317,Florianópolis,Booking.com,,1835.900024414062
738,10-01-2023,21-01-2023,26-01-2023,1035,1035,0,151,151,0,1186,1186,0,1186,0,277,Florianópolis,Airbnb.com,183.21,183.2100067138672
739,27-11-2022,22-12-2022,23-12-2022,6422,6422,0,381,381,0,6803,6803,0,6803,0,393,Camboriú,Airbnb.com,1050.93,1050.930053710938
740,15-01-2023,17-02-2023,22-02-2023,8243,8243,0,274,274,0,8517,8517,0,8517,0,367,Florianópolis,Airbnb.com,1315.71,1315.7099609375
741,17-01-2023,17-01-2023,20-01-2023,2141.58,2141.58,0,282,282,0,2423.58,2423.58,0,2423.58,0,377,Florianópolis,Booking.com,,315.0700073242188
742,05-01-2023,06-01-2023,10-01-2023,1506,1506,0,212,212,0,1718,1718,0,1718,0,149,Florianópolis,Airbnb.com,265.4,265.3999938964844
743,16-01-2023,16-01-2023,24-01-2023,2498,2498,0,348,348,0,2846,2846,0,2846,0,216,Florianópolis,Airbnb.com,439.65,439.6499938964844
744,01-12-2022,06-12-2022,09-12-2022,0,0,0,0,0,0,0,0,0,0,0,139,Florianópolis,,,
745,11-12-2022,24-12-2022,25-12-2022,0,0,0,0,0,0,0,0,0,0,0,188,Florianópolis,Booking.com,,
746,10-12-2022,28-12-2022,06-01-2023,3633,3633,0,254,254,0,3887,3887,0,3887,0,122,Balneário Camboriú,Airbnb.com,600.46,600.4600219726562
747,09-01-2023,04-02-2023,11-02-2023,0,0,0,39.98,39.98,0,39.98,39.98,0,0,80,186,Florianópolis,,,
748,18-01-2023,17-03-2023,20-03-2023,0,0,0,237,237,0,237,237,0,0,237,158,Florianópolis,,,
749,10-12-2022,17-12-2022,18-12-2022,16870,16870,0,491,491,0,17361,17361,0,17361,0,188,Florianópolis,Airbnb.com,2681.93,2681.929931640625
750,08-01-2023,08-01-2023,21-01-2023,6262.46,6262.46,0,306,306,0,6568.46,6568.46,0,6568.46,0,303,Florianópolis,Booking.com,,853.9000244140625
751,13-01-2023,28-02-2023,05-03-2023,0,0,0,0,0,0,0,0,0,0,0,126,Florianópolis,,,
752,24-01-2023,31-01-2023,01-02-2023,0,0,0,0,0,0,0,0,0,0,0,334,Florianópolis,,,
753,09-01-2023,17-01-2023,22-01-2023,2124,2124,0,228,228,0,2352,2352,0,2352,0,337,Florianópolis,Airbnb.com,363.32,363.3200073242188
754,25-01-2023,27-01-2023,30-01-2023,3466.66,3466.66,0,223,223,0,3689.66,3689.66,0,3689.66,0,172,Florianópolis,Booking.com,,479.6600036621094
755,13-12-2022,23-12-2022,15-01-2023,0,0,0,308,308,0,308,308,0,0,308,167,Camboriú,,,
756,03-12-2022,30-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,261,Florianópolis,,,
757,05-01-2023,26-02-2023,05-03-2023,0,0,0,0,0,0,0,0,0,0,0,108,Florianópolis,,,
758,14-01-2023,17-02-2023,21-02-2023,0,0,0,0,0,0,0,0,0,0,0,296,Florianópolis,,,
759,18-12-2022,06-01-2023,09-01-2023,1200,1200,0,299,299,0,1499,1499,0,1499,0,148,Florianópolis,Airbnb.com,231.57,231.5700073242188
760,24-01-2023,27-01-2023,30-01-2023,0,0,0,0,0,0,0,0,0,0,0,157,Florianópolis,,,
761,28-12-2022,07-01-2023,14-01-2023,8427.299999999999,8427.299999999999,0,183,183,0,8610.299999999999,8610.299999999999,0,8610.299999999999,0,199,Balneário Camboriú,Airbnb.com,1348.94,1348.93994140625
762,16-12-2022,29-01-2023,04-02-2023,1911,1911,0,187,187,0,2098,2098,0,2098,0,160,Florianópolis,Airbnb.com,324.1,324.1000061035156
763,21-12-2022,22-12-2022,23-12-2022,1848,1848,0,293,293,0,2141,2141,0,2141,0,249,Florianópolis,Airbnb.com,330.75,330.75
764,06-12-2022,15-01-2023,29-01-2023,0,0,0,0,0,0,0,0,0,0,0,356,Florianópolis,,,
765,19-01-2023,21-01-2023,29-01-2023,0,0,0,0,0,0,0,0,0,0,0,218,Florianópolis,,,
766,02-01-2023,28-01-2023,29-01-2023,0,0,0,0,0,0,0,0,0,0,0,359,Florianópolis,,,
767,12-01-2023,16-02-2023,17-02-2023,8997.549999999999,8997.549999999999,0,300,300,0,9297.549999999999,9297.549999999999,0,9297.549999999999,0,329,Florianópolis,Booking.com,,1208.680053710938
768,17-01-2023,24-02-2023,02-03-2023,3127,3127,0,224,224,0,3351,3351,0,3351,0,147,Florianópolis,Airbnb.com,517.659,517.6599731445312
769,11-01-2023,18-02-2023,22-02-2023,2572,2572,0,287,287,0,2859,2859,0,2859,0,127,Florianópolis,Airbnb.com,441.66,441.6600036621094
770,09-01-2023,20-01-2023,25-01-2023,974,974,0,237,237,0,1211,1211,0,1211,0,327,Florianópolis,Airbnb.com,187.08,187.0800018310547
771,06-01-2023,17-01-2023,22-01-2023,9714,9714,0,321,321,0,10035,10035,0,10035,0,185,Florianópolis,Airbnb.com,1550.21,1550.2099609375
772,08-01-2023,27-02-2023,04-03-2023,278.4,278.4,0,0,0,0,278.4,278.4,0,0,348,149,Balneário Camboriú,,,
773,11-12-2022,06-02-2023,11-02-2023,3167,3167,0,271,271,0,3438,3438,0,3438,0,249,Florianópolis,Airbnb.com,531.1,531.0999755859375
774,16-01-2023,17-01-2023,23-01-2023,0,0,0,0,0,0,0,0,0,0,0,359,Balneário Camboriú,,,
775,01-12-2022,16-12-2022,20-12-2022,12211.2,12211.2,0,238,238,0,12449.2,12449.2,0,12449.2,0,342,Florianópolis,Booking.com,,1618.400024414062
776,06-01-2023,03-02-2023,11-02-2023,0,0,0,0,0,0,0,0,0,0,0,397,Florianópolis,,,
777,14-01-2023,24-01-2023,28-01-2023,0,0,0,0,0,0,0,0,0,0,0,141,Balneário Camboriú,,,
778,14-12-2022,21-12-2022,25-12-2022,75,75,0,0,0,0,75,75,0,0,75,153,Florianópolis,,,
779,11-01-2023,12-01-2023,16-01-2023,5146,5146,0,370,370,0,5516,5516,0,5516,0,354,Florianópolis,Airbnb.com,852.11,852.1099853515625
780,08-01-2023,16-02-2023,22-02-2023,1352,1352,0,236,236,0,1588,1588,0,1588,0,190,Florianópolis,Airbnb.com,245.31,245.3099975585938
781,20-01-2023,24-01-2023,28-01-2023,0,0,0,0,0,0,0,0,0,0,0,285,Florianópolis,,,
782,03-12-2022,28-01-2023,05-02-2023,3178,3178,0,274,274,0,3452,3452,0,0,0,331,Florianópolis,Airbnb.com,533.26,533.260009765625
783,03-01-2023,04-01-2023,11-01-2023,0,0,0,0,0,0,0,0,0,0,0,190,Florianópolis,,,
784,19-01-2023,20-01-2023,21-01-2023,8425,8425,0,679,679,0,9104,9104,0,9104,0,293,Florianópolis,Airbnb.com,1406.39,1406.390014648438
785,29-11-2022,07-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,200,Balneário Camboriú,,,
786,06-01-2023,06-01-2023,10-01-2023,0,0,0,0,0,0,0,0,0,0,0,394,Camboriú,,,
787,11-12-2022,30-12-2022,03-01-2023,0,0,0,0,0,0,0,0,0,0,0,218,Florianópolis,,,
788,22-01-2023,06-02-2023,09-02-2023,1507.4,1507.4,0,170,170,0,1677.4,1677.4,0,0,0,230,Florianópolis,Booking.com,,218.0599975585938
789,07-01-2023,23-01-2023,24-01-2023,1637,1637,0,174,174,0,1811,1811,0,1811,0,268,Florianópolis,Airbnb.com,279.76,279.760009765625
790,03-12-2022,03-01-2023,18-01-2023,1962,1962,0,234,234,0,2196,2196,0,2196,0,169,Florianópolis,Airbnb.com,339.24,339.239990234375
791,20-01-2023,10-02-2023,11-02-2023,8017,8017,0,323,323,0,8340,8340,0,8340,0,100,Florianópolis,Airbnb.com,1288.36,1288.359985351562
792,14-01-2023,09-02-2023,10-02-2023,7727,7727,0,550,550,0,8277,8277,0,8277,0,187,Florianópolis,Airbnb.com,1278.61,1278.609985351562
793,04-01-2023,12-01-2023,15-01-2023,2655.36,2655.36,0,182,182,0,2837.36,2837.36,0,2837.36,0,374,Florianópolis,Booking.com,,368.8599853515625
794,13-01-2023,29-01-2023,10-02-2023,1995,1995,0,224,224,0,2219,2219,0,2219,0,226,Florianópolis,Airbnb.com,342.78,342.7799987792969
795,07-01-2023,20-01-2023,25-01-2023,3440,3440,0,261,261,0,3701,3701,0,3701,0,153,Florianópolis,Airbnb.com,571.73,571.72998046875
796,09-01-2023,18-02-2023,19-02-2023,0,0,0,0,0,0,0,0,0,0,0,375,Florianópolis,,,
797,02-12-2022,16-01-2023,26-01-2023,2146,2146,0,346,346,0,2492,2492,0,2492,0,160,Florianópolis,Airbnb.com,384.97,384.9700012207031
798,04-12-2022,03-01-2023,07-01-2023,1718.39,1718.39,0,225,225,0,1943.39,1943.39,0,1943.39,0,378,Florianópolis,Booking.com,,252.6399993896484
799,03-01-2023,21-01-2023,25-01-2023,931,931,0,180,180,0,1111,1111,0,1111,0,103,Florianópolis,Airbnb.com,171.63,171.6300048828125
800,06-01-2023,17-02-2023,26-02-2023,3342,3342,0,223,223,0,3565,3565,0,3565,0,215,Florianópolis,Airbnb.com,550.71,550.7100219726562
801,14-01-2023,05-02-2023,16-02-2023,0,0,0,164,164,0,164,164,0,0,200,294,Florianópolis,,,
802,23-12-2022,30-12-2022,03-01-2023,717,717,0,182,182,0,899,899,0,899,0,287,Florianópolis,Airbnb.com,138.88,138.8800048828125
803,29-11-2022,30-12-2022,07-01-2023,863,863,0,180,180,0,1043,1043,0,1043,0,114,Itapema,Airbnb.com,161.12,161.1199951171875
804,07-01-2023,20-02-2023,25-02-2023,0,0,0,0,0,0,0,0,0,0,0,155,Florianópolis,,,
805,30-11-2022,12-12-2022,01-01-2023,1121,1121,0,174,174,0,1295,1295,0,1295,0,341,Florianópolis,Airbnb.com,200.05,200.0500030517578
